#00)theta                     01)e_pot                      02)forces[0]                  03)forces[1]                  04)torque                     
-28.77999999999965            -1070.525106865653            -4.996003610813204e-13        5.435651928564766e-13         -727.967357333492             
-28.76999999999965            -1070.398129798431            1.783906355967702e-12         -4.213296378452469e-14        -727.0603527623985            
-28.75999999999965            -1070.271322741192            1.70485847661439e-12          2.484124017598788e-13         -726.019000029798             
-28.74999999999965            -1070.144709242626            3.153033389935445e-13         -3.309574836407592e-13        -724.842130597966             
-28.73999999999965            -1070.018313064192            -5.595524044110789e-13        2.5685009674703e-13           -723.5284745221797            
-28.72999999999965            -1069.892158198012            9.618972285352356e-13         -1.934008508897023e-13        -722.0766581874129            
-28.71999999999964            -1069.766268885152            7.114309141798003e-13         3.608224830031759e-13         -720.4852021089833            
-28.70999999999964            -1069.640669634291            -7.047695760320494e-13        -2.401412402264214e-13        -718.7525188013655            
-28.69999999999964            -1069.515385240758            1.269651050961329e-12         6.292744103575387e-13         -716.8769107172524            
-28.68999999999964            -1069.390440805903            -8.038014698286133e-13        -1.896260926059767e-13        -714.8565682596588            
-28.67999999999964            -1069.265861756832            8.30002733209767e-13          -1.915134717478395e-13        -712.689567870422             
-28.66999999999964            -1069.141673866453            1.683986283751437e-12         3.964606420936434e-13         -710.3738701976129            
-28.65999999999963            -1069.01790327384             -1.055155962603749e-12        3.940181514394681e-13         -707.9073183449718            
-28.64999999999963            -1068.894576504897            -4.143352327901084e-13        9.734435479913373e-13         -705.287636205755             
-28.63999999999963            -1068.7717204933              2.253752739989068e-12         2.132738430304926e-13         -702.5124268841514            
-28.62999999999963            -1068.649362601716            1.036060126580196e-12         5.063727215315339e-13         -699.5791712067744            
-28.61999999999963            -1068.527530643259            -9.521272659185342e-13        4.393152508441744e-13         -696.4852263270427            
-28.60999999999963            -1068.406252903197            -5.591083152012288e-13        5.142553050063725e-13         -693.2278244249757            
-28.59999999999962            -1068.285558160869            -1.675104499554436e-12        1.619815392928103e-13         -689.8040715054377            
-28.58999999999962            -1068.1654757118              1.20881082921187e-12          8.018030683842881e-13         -686.210946296243             
-28.57999999999962            -1068.04603539001             9.512390874988341e-13         4.526379271396763e-13         -682.4452992509689            
-28.56999999999962            -1067.927267590476            6.066258606551855e-13         7.795986078917849e-13         -678.5038516559797            
-28.55999999999962            -1067.809203291748            -1.536548666081217e-13        6.294964549624638e-13         -674.3831948466188            
-28.54999999999962            -1067.691874078693            -2.113864638886298e-13        7.032152637975742e-13         -670.0797895339422            
-28.53999999999962            -1067.575312165339            1.300293206440983e-12         6.52367049269742e-13          -665.5899652438493            
-28.52999999999961            -1067.459550417816            -1.386446513151895e-12        9.332534744999066e-13         -660.9099198722374            
-28.51999999999961            -1067.191677989074            6.696865284538944e-13         6.221689829999377e-13         -641.6970046447691            
-28.50999999999961            -1067.080101541203            1.029398788432445e-12         2.398081733190338e-13         -636.8410117977876            
-28.49999999999961            -1066.969390493382            4.938272013532696e-13         -2.188249581536184e-13        -631.7795462384747            
-28.48999999999961            -1066.859581079998            -5.568878691519785e-13        1.144750960690999e-12         -626.5083158096114            
-28.47999999999961            -1066.750710296126            6.279421427279885e-13         3.304023721284466e-13         -621.0228958742939            
-28.4699999999996             -1066.642815920624            3.739231146937527e-13         2.942091015256665e-13         -615.318729611287             
-28.4599999999996             -1066.53593653917             4.769518113789672e-13         5.515587986337778e-13         -609.3911284395565            
-28.4499999999996             -1066.430111567216            1.030286966852145e-13         1.215916256569471e-12         -603.2352725747205            
-28.4399999999996             -1066.325381272823            1.449507180950604e-12         6.044054146059352e-13         -596.8462117181178            
-28.4299999999996             -1066.221786799374            2.113864638886298e-13         1.569855356819971e-12         -590.2188658812923            
-28.4199999999996             -1066.119370188124            2.824407374646398e-13         1.936228954946273e-13         -583.3480263465442            
-28.4099999999996             -1066.018174400579            1.56141766183282e-12          6.756817327868703e-13         -576.2283567654251            
-28.39999999999959            -1065.918243340658            4.733990977001667e-13         1.469935284603707e-13         -568.8543943968898            
-28.38999999999959            -1065.819621876642            1.003641614261142e-12         1.199040866595169e-13         -561.2205514854329            
-28.37999999999959            -1065.72235586286             8.517631044924201e-13         5.373479439185758e-14         -553.3211167822727            
-28.36999999999959            -1065.626492161094            2.645883512286673e-12         4.600764214046649e-13         -545.1502572084273            
-28.35999999999959            -1065.532078661699            2.155609024612204e-12         7.127631818093505e-13         -536.7020196629255            
-28.34999999999959            -1065.439164304368            3.030464768016827e-12         8.588685318500211e-13         -527.9703329754442            
-28.33999999999958            -1065.347799098569            6.439293542825908e-13         7.653877531765829e-13         -518.9490100060423            
-28.32999999999958            -1065.258034143587            2.313704783318826e-12         1.116440273563057e-12         -509.6317498908677            
-28.31999999999958            -1064.978344628228            -2.273736754432321e-13        7.098766019453251e-13         -471.6975672310542            
