#00)dt*it                     01)e_pot                      02)pos_cm[0]                  03)pos_cm[1]                  04)Vcm[0]                     05)Vcm[1]                     06)angle                      07)omega                      08)forces[0]                  09)forces[1]                  10)torque                     
0.52                          -775.7237286378263            0.004231512579167304          -0.003729925585352835         0.08589737027637043           -0.277348967476004            0.4668805789313059            1.008494957556551             1.944844387098198             -2.219140476345227            9403.138983110626             
0.54                          -779.1150194566558            0.004518615924931164          -0.004121988441297154         -0.3468064194453288           0.06995153781272474           0.4871207133403382            1.017076942475191             2.134141547346725             -2.41382465036251             9788.053568078027             
0.5600000000000001            -782.6766508057013            0.004689668006386313          -0.004884531625407962         -0.2009780912010896           -0.02919967118034966          0.5075527237865738            1.011109209746873             2.440575617992528             -2.636127001365415            10173.59899547784             
0.5800000000000001            -786.3963169920738            0.004891132749925282          -0.005854788953146309         -0.2825367811775346           -0.1638514182949689           0.5280944476027714            1.028316032753142             2.841975492987218             -2.890567345550379            10557.99156681874             
0.6                           -790.2996095585744            0.00587986211958409           -0.006519730067765628         0.3286613239478022            0.0155905208832367            0.5488693498294902            1.037366625704224             3.246527970103458             -3.368971294121974            10943.3724323176              
0.62                          -794.3725291509069            0.006691273364527575          -0.006579290654301044         -0.1010731185947779           0.2734666990919311            0.5698098088481901            1.044729790216246             3.383768275102006             -3.683899796260973            11328.18786941798             
0.64                          -798.6154202286714            0.006372313674660461          -0.007133987429339347         0.2356283991404545            -0.2267675499882561           0.5909068964267568            1.07336981387228              3.583036815285386             -3.622701006919045            11711.98120163111             
0.66                          -803.0404190076847            0.006838095288374307          -0.007963456332253642         0.1683259267067592            0.1363435067238426            0.6121819395812129            1.07260618589897              3.98977960131037              -3.895472804149319            12094.93107326615             
0.68                          -807.6501594782084            0.007627848367438209          -0.008439089028525712         0.08559534740291357           -0.3136328775535253           0.6336544978430944            1.087179174916535             4.275531986364685             -4.247333223791417            12477.15018096257             
0.7000000000000001            -812.437671496242             0.008657188963187481          -0.008461387284773199         -0.02758267037934117          0.04151209001809671           0.6552875594493492            1.069651411947485             4.363155309375914             -4.659552259554363            12857.69895722838             
0.7200000000000001            -817.4119305185176            0.009522331323761795          -0.009138356924728929         -0.2067250980531223           0.1720761145673608            0.6770994384828608            1.1121378927892               4.710736859264663             -5.063140670080339            13236.4761737653              
0.74                          -822.5707014277699            0.01052986017446286           -0.01003875859349689          -0.3933277620948333           -0.2334625373143352           0.6990744425827619            1.088584523063857             5.157564886061905             -5.533681414874421            13612.9275426664              
0.76                          -827.925648512724             0.01222054907662666           -0.01101002904332681          -0.375269487139451            -0.2314508866584794           0.7212447770624829            1.13786714174322              5.64459056270559              -6.316356229511794            13987.22591490632             
0.78                          -833.4637449898694            0.0132414796018907            -0.0119706996146934           -0.1484353422912861           -0.3988187624321359           0.7435827814549476            1.114959246633624             6.087186651972297             -6.756560195451536            14358.68821118212             
0.8                           -839.1840163135661            0.01403693833721114           -0.01285665117666203          -0.04801422634589107          0.08583065276152836           0.7660750508267793            1.123079993248173             6.478851678607925             -7.052856021858454            14726.763792313               
0.8200000000000001            -845.0945152427067            0.0151046188606304            -0.0138258934618625           -0.02554294192421365          0.2245679598547511            0.7887339811958213            1.11348524216404              6.900640163880038             -7.452768498475708            15091.24529911156             
0.8400000000000001            -851.1840365180362            0.01644387286392852           -0.01495070806755472          -0.336538148840644            0.2294081438645576            0.8115121428487972            1.140534226496786             7.374749708156587             -7.952630207640891            15450.8618474993              
0.86                          -857.470364870548             0.01762983130661593           -0.0167334336487628           -0.53564434885392             -0.4617784591661792           0.8344707745004333            1.148751380368775             8.190429112866093             -8.27403856994229             15806.0509592762              
0.88                          -863.9506885242211            0.01945229218043789           -0.01875930366386609          0.3596978924798874            -0.270028496115192            0.8575847696585247            1.162923506302048             9.090754795983424             -8.838186280936062            16155.8831067128              
0.9                           -870.6017580240064            0.02032891834679713           -0.01977284136675712          0.6472960393360031            -0.1915696474655374           0.8808617291269161            1.169308888225285             9.472780164409816             -8.910910478044066            16501.44682063538             
0.92                          -877.4526080621765            0.0216911641828765            -0.02098959024221424          -0.09720652644166525          -0.003254736359852092         0.9043223301723414            1.164006652465402             9.90705891539668              -9.169248852210758            16841.4097459981              
0.9400000000000001            -884.4704368094718            0.02216463010074475           -0.02213568615264512          0.3727025336503474            -0.298391962238757            0.927911232193783             1.184496191237649             10.38034058045707             -8.847716223717576            17175.28095525468             
0.9600000000000001            -891.6883121306329            0.02337735771652117           -0.02365857547242315          0.09591172403125034           0.04078986912547487           0.9516743668755665            1.188132901070845             10.97531129589521             -8.797308484485466            17502.25932995238             
0.9800000000000001            -899.0983731906753            0.02570410368462815           -0.02492691026108939          0.4671643418254271            -0.2340738734604507           0.9755902240670286            1.208543380536373             11.21293482183341             -9.397186669650107            17822.03065590001             
1                             -906.6894362019935            0.02784194914883731           -0.02694479554480787          -0.07193623457839776          -0.05343163662137995          0.9996425327400387            1.227668167469358             11.88568687427744             -9.592355677399734            18133.09880562587             
1.02                          -914.4432317464376            0.029800984384146             -0.02850619962406666          0.2164707242265224            -0.05185827401442106          1.023816684680755             1.190968372491201             12.25916685138482             -9.696171196856421            18436.52205421393             
1.04                          -922.3892237941529            0.03255543802400784           -0.030515808596075            -0.152260898044638            0.04150910090110597           1.048147167058255             1.191707218000347             12.69371098835702             -10.04427037887082            18730.21933664139             
1.06                          -930.4858942279075            0.03457171800322287           -0.03175992848715933          -0.0270457143353073           -0.2142186840548836           1.072609924374853             1.221768026008467             12.72667955591101             -10.08562388083395            19016.64998060733             
1.08                          -938.7333879341749            0.03638123280412852           -0.03229795117977221          -0.003022194567078934         -0.4198805337073238           1.097193155908039             1.258987622337729             12.27623915456191             -10.21023304959217            19295.21089656715             
1.1                           -947.143165911045             0.03775781463600294           -0.0339928006945624           0.2652023929395017            -0.04870760657969867          1.121892993877354             1.224699923211209             12.67192497380949             -9.427909297535065            19561.9203393824              
1.12                          -955.7254348427728            0.04000329973107168           -0.03511164241611067          0.3750841898249381            -0.5020484668804663           1.146751977489246             1.224224272918025             12.3754731110837              -9.399166296305504            19819.21150658892             
1.14                          -964.436347104579             0.04188159540784128           -0.03685685159406656          0.2871693527398294            -0.3671502106578319           1.171666076390592             1.256050486623347             12.57017820418139             -8.659811233353784            20063.93280298658             
1.16                          -973.3021922746991            0.04409569804718055           -0.0382878705584449           0.1223006494881293            -0.04013926672824717          1.196722963760814             1.252675498087297             12.37814575718981             -8.195937667542035            20298.18295566706             
1.18                          -982.279413357875             0.04588242708623248           -0.03986810821440426          0.6844021832144574            -0.1263813633256169           1.221827472809569             1.256868555243971             12.39140809769815             -7.192463902954471            20520.32287362403             
1.2                           -991.3861330422247            0.04767261575177576           -0.04100058821781746          -0.2196929448881556           0.3488124256643027            1.247040927971273             1.294973634724746             12.03008421547229             -6.354910285318463            20731.98451987353             
